Date	Station	BG_ID	Ochrophyta	Ochrophyta	Dinoflagellata	Protalveolata	Protalveolata	Protalveolata	Protalveolata	Protalveolata	Protalveolata	Protalveolata	Ochrophyta	Stramenopiles	Archaeplastida	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Chlorophyta	Bicosoecida	Bicosoecida	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Charophyta	Chlorophyta	Chlorophyta	Chlorophyta	Chlorophyta	Archaeplastida	Ochrophyta	Haptophyta	Haptophyta	Ochrophyta	Haptophyta	Ochrophyta	Ochrophyta	Chlorophyta	Cryptophyceae	Cryptophyceae	Cryptophyceae	Cryptophyceae	Cryptophyceae	Cryptophyceae	Ochrophyta	Ochrophyta	Chlorophyta	Chlorophyta	Dinoflagellata	Dinoflagellata	Ochrophyta	Ochrophyta	Dinoflagellata	Ochrophyta	Dinoflagellata	Stramenopiles	Ochrophyta	Cryptophyceae	Ochrophyta	Dinoflagellata	Dinoflagellata	Ochrophyta	Dinoflagellata	Dinoflagellata	Chlorophyta	Ochrophyta	Cryptophyceae	Ochrophyta	Cryptophyceae	Dinoflagellata	Ochrophyta	Haptophyta	Dinoflagellata	Cryptophyceae	Ochrophyta	Ochrophyta	Ochrophyta	Chlorophyta	Chlorophyta	Chlorophyta	Chlorophyta	Ochrophyta	Ochrophyta	Chlorophyta	Chlorophyta	Chlorophyta	Ochrophyta	Ochrophyta	Dinoflagellata	Bicosoecida	Ochrophyta	Dinoflagellata	Ochrophyta	Ochrophyta	Ochrophyta	Chlorophyta	Dinoflagellata	Bicosoecida	Ochrophyta	Haptophyta	Ochrophyta	Chlorophyta	Dinoflagellata	Dinoflagellata	Haptophyta	Cryptophyceae	Ochrophyta	Chlorophyta	Chlorophyta	Dinoflagellata	Dinoflagellata	Haptophyta	Haptophyta	Haptophyta	Ochrophyta	Haptophyta	Ochrophyta	Chlorophyta	Ochrophyta	Chlorophyta	Chlorophyta	Ochrophyta	Cryptophyceae	Ochrophyta	Chlorophyta	Opisthokonta	Chlorophyta	Ochrophyta	Ochrophyta	Dinoflagellata	Stramenopiles	Dinoflagellata	Dinoflagellata	Dinoflagellata	Dinoflagellata	Ochrophyta	Cryptophyceae	Chlorophyta	Ochrophyta	Dinoflagellata	Stramenopiles	Stramenopiles	Stramenopiles	Chlorophyta	Ochrophyta	Ochrophyta	Chlorophyta	Cryptophyceae	Charophyta
11/14/2017	32	SB201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	2	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0
11/14/2017	36	SB202	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	3	13	0	0	0	0	0	0	3	14	0	0	0	50	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	2	18	0	21	0	0	0	0	5	0	0	0	0	0	21	3	0	0	30	14	0	0	0	2	18	0	10	15	0	46	0	0	33	0	0	0	0	0	0	6	0	184	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	9	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	64	0	164	0	7	0	0	206	0	0	0	0	0
11/14/2017	657	SB203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	753	0	50	0	0	0	450	0	0	10	64	0	0	0	0	0	0	0	0	7	1243	1334	0	0	0	73	18	0	0	0	78	0	119	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	7	0	0	0	2	0	0	0	0	119	0	0	80	2	0	0	0	203	0	0	0	430	0	718	0	9	39	0	0	0	0	5	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	7	8	0	0	6	0	56	6	0	0	0	14	0	7	263	0	0	0	2	14	0	7	0	0	0
7/23/2015	18_rep	SB204	0	0	0	185	0	5	0	19	68	28	14	11	0	13	0	0	96	215	0	4	4	4	0	138	58	56	0	0	0	124	0	0	0	64	0	5	0	9	0	465	0	0	32	383	0	0	17	1	0	1543	13	0	19	1	20	169	171	0	144	0	0	0	2	400	1282	0	0	0	5	128	5	17	13	103	340	36	0	0	0	6	0	43	901	0	116	0	0	0	2	136	0	0	30	0	215	2	130	0	0	6	0	4	0	0	0	704	0	5	110	0	0	21	85	18	7	5	0	0	14	0	3	409	0	96	560	0	0	0	0	0	0	57	0	3	3	0	0	916	0	919	0	2	0	0	39	5	0	5	0	0
7/14/2016	32_rep	SB205	0	4	0	13	0	0	0	17	4	0	100	596	0	0	2	0	178	109	3	0	0	21	0	0	16	18	0	0	0	481	21	0	0	230	0	1	0	4	0	1976	2	0	34	947	0	0	13	0	0	1146	0	0	0	4	0	17	691	3	721	0	0	0	0	228	9	0	3	0	0	687	13	0	0	1316	122	0	0	0	20	472	0	669	3107	0	466	0	0	0	0	0	0	0	0	2	172	0	1176	0	0	30	0	20	0	0	0	0	0	0	0	0	95	0	25	0	29	0	0	0	152	7	0	2784	0	287	328	0	0	0	0	0	0	150	5	2	0	0	0	8091	0	1757	78	17	3	0	144	7	0	0	0	0
Blank	Blank	SB206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0
Blank	Blank	SB207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
8/22/2017	6	SB208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
8/22/2017	657	SB209	0	0	0	0	0	0	0	0	0	0	0	0	16	0	4	0	207	0	0	571	0	30	0	0	22	1336	16	494	416	4657	0	0	0	0	111	0	4	0	10	2811	2203	0	0	0	152	0	0	0	0	124	0	1357	0	0	0	0	14	0	0	0	0	0	0	0	0	178	0	0	0	132	0	0	0	0	0	0	0	166	0	0	0	0	2064	6	2	23	68	0	33	0	58	0	0	0	848	0	11	0	9	87	0	0	304	0	36	0	629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	427	24	2	35	0	8	0	14	25	0	0	0	16	0	957	2074	0	0	0	18	50	0	396	0	0	57
5/27/2015	27	SB21	0	297	0	84	0	686	0	37	0	0	33	28	0	0	0	101	391	1592	0	4	0	73	0	0	5	95	0	0	0	890	13	0	0	418	0	0	0	0	0	1634	0	103	275	240	0	0	7	0	0	1303	0	0	23	2	0	28	790	110	548	0	0	0	0	786	236	0	0	13	0	535	0	0	0	2482	1370	0	0	0	0	61	0	600	3730	0	403	0	0	0	12	0	0	28	0	0	415	0	364	0	0	5	0	26	0	0	0	2	0	0	0	0	0	0	52	0	93	0	0	0	113	7	0	4288	0	761	974	0	0	0	0	0	0	436	0	83	0	0	0	2476	14	3151	0	33	23	0	101	15	0	0	0	0
Blank	Blank	SB210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	9	2	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	8	0	5	0	0	0	0	0	0	0	0	0	0
12/16/2015	6	SB211	0	0	0	1083	28	0	0	0	0	0	7	2	0	0	0	0	79	54	5	0	0	67	0	0	17	147	0	0	13	62	3	0	0	81	0	0	0	0	2	4134	3	0	3	0	15	96	0	0	0	663	0	0	0	0	0	0	105	0	227	0	0	0	0	841	11	0	0	0	0	224	10	0	0	10	360	0	0	0	0	0	0	8	13	0	71	0	0	0	0	0	0	0	0	0	335	0	2050	27	0	158	0	7	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	6	0	0	0	14	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	649	0	424	1	0	0	0	54	0	0	0	0	0
12/16/2015	13	SB212	0	7	0	140	0	0	0	5	0	0	26	0	0	6	0	130	15	219	0	0	9	20	0	0	74	100	0	0	0	79	13	0	0	38	0	0	0	0	0	1000	0	0	18	35	0	0	0	0	0	2201	0	0	0	30	0	213	129	0	165	0	0	0	0	1091	62	0	0	0	0	199	0	3	0	444	420	0	0	0	0	0	0	3	412	0	174	0	0	0	2	0	0	0	15	0	183	5	336	0	0	14	0	7	0	0	0	0	0	0	45	0	0	0	20	0	0	103	0	6	13	0	0	214	0	83	201	0	0	0	0	0	0	17	0	0	0	0	0	2406	0	1764	16	2	0	0	45	2	0	0	0	0
12/16/2015	18	SB213	0	11	0	89	0	35	12	68	40	7	44	9	2	0	0	151	26	581	8	0	0	47	0	16	376	412	0	0	0	226	33	0	0	85	0	0	0	0	3	451	0	23	55	197	0	0	14	0	0	2207	1	0	9	33	0	118	406	3	243	3	0	12	0	791	531	0	0	0	5	126	23	26	83	616	330	0	5	0	0	0	2	7	1307	0	168	0	0	0	101	0	0	0	102	0	253	35	228	7	0	13	0	3	0	0	0	44	0	0	326	0	0	20	0	17	1	12	0	2	79	0	0	482	0	189	598	0	0	0	0	0	0	142	0	0	0	7	0	1272	0	2620	3	0	0	0	64	3	0	20	0	0
12/16/2015	22	SB214	0	16	4	76	0	36	12	52	27	0	27	13	5	0	0	152	35	633	0	12	0	43	0	0	119	86	0	0	0	284	15	0	0	48	0	0	0	0	3	586	0	11	162	152	4	0	17	0	0	1663	0	0	10	45	0	148	466	0	288	0	47	0	0	402	508	0	0	0	4	115	20	5	23	870	287	0	0	0	0	0	9	7	1158	0	199	0	0	0	30	0	0	0	26	0	247	0	366	0	0	24	0	11	0	0	0	6	0	0	304	0	0	0	12	0	0	15	0	0	24	0	0	435	0	256	757	0	0	0	0	0	0	107	0	0	0	6	0	1123	0	1845	0	12	0	0	77	4	0	0	0	0
12/16/2015	27	SB215	0	5	471	50	2	21	0	20	38	0	56	0	0	0	0	230	92	659	0	17	0	23	0	0	4	33	0	0	0	293	28	0	0	31	0	0	0	0	0	667	0	29	106	0	0	0	0	0	0	1160	0	0	33	156	0	5	739	6	396	0	0	0	0	285	132	0	0	0	0	494	52	0	0	1260	165	0	0	0	0	0	0	65	1953	0	221	0	0	0	0	0	0	0	0	0	245	0	515	18	0	41	0	4	0	0	0	0	0	0	95	0	0	0	0	0	0	3519	0	0	18	0	0	535	0	494	622	0	0	0	0	0	0	166	0	0	0	0	0	1146	0	2397	11	40	0	0	338	0	0	0	0	0
12/16/2015	32	SB216	0	56	0	332	2	47	0	2	86	31	70	0	0	0	0	171	69	700	0	9	0	48	0	0	70	104	0	0	0	331	17	0	0	62	0	0	0	0	0	943	0	4	149	55	0	0	0	0	0	1779	0	0	8	48	0	268	350	18	303	0	0	10	0	198	70	0	0	0	0	251	0	0	0	476	157	0	0	0	0	4	0	23	1998	0	248	0	0	8	30	0	0	2	0	0	216	0	556	19	0	12	0	0	0	0	0	0	0	0	16	0	0	0	1	0	0	0	0	0	8	0	0	458	0	592	183	0	0	0	0	0	0	40	0	0	0	0	0	615	0	1623	0	0	0	0	96	0	0	0	0	0
12/16/2015	36	SB217	0	22	0	505	0	13	0	0	209	216	37	4	0	0	2	132	48	564	2	4	2	27	0	0	146	51	0	0	4	256	22	0	0	33	0	7	0	0	0	1011	0	8	87	100	0	0	0	0	0	1978	0	0	5	51	0	152	308	22	367	0	0	7	0	24	153	0	0	0	0	174	0	0	0	387	224	0	0	0	0	0	0	51	1487	0	158	0	0	29	27	0	0	0	0	0	204	0	552	134	0	22	0	0	0	0	0	0	0	0	10	0	0	0	8	0	4	0	0	3	18	0	0	376	0	351	167	0	0	0	0	0	0	11	0	0	0	0	0	535	0	1187	0	14	0	0	144	0	0	0	0	0
12/16/2015	657	SB218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510	0	95	2	0	661	0	26	0	0	0	1545	0	0	246	15	0	0	0	0	7	0	5	0	19	2185	1361	0	0	0	252	0	0	0	0	281	0	112	0	0	0	0	29	0	6	0	0	0	0	2	0	0	0	0	0	218	0	0	0	3	7	0	0	10	0	0	0	0	752	3	0	150	2	0	10	0	90	0	2	0	279	0	1304	0	14	50	0	0	14	0	0	0	121	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	2	82	21	6	0	0	0	0	23	0	0	0	0	73	0	0	33	0	0	0	4	13	0	3	0	0	0
1/21/2016	6	SB219	0	0	0	436	0	0	0	0	0	0	24	0	0	0	7	0	234	60	0	4	0	159	0	0	13	921	0	0	40	27	2	0	0	60	0	0	0	0	0	1780	17	4	0	0	26	11	0	0	0	476	0	5	2	0	0	3	72	0	66	0	0	0	0	37	0	0	0	0	0	211	0	0	0	10	130	0	0	0	0	0	0	5	74	0	2	14	3	3	2	0	2	0	0	8	223	0	844	0	7	35	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	60	41	0	0	0	13	0	0	1	14	7	0	2	0	0	43	0	0	0	0	2	192	0	54	0	0	0	0	33	0	0	0	0	0
5/27/2015	32	SB22	0	53	0	0	0	114	0	0	0	0	40	3	0	0	0	21	326	624	0	0	0	48	0	0	5	98	0	0	0	304	9	0	0	87	0	0	0	0	0	872	0	29	76	87	0	0	5	0	0	260	0	0	0	2	0	0	292	142	261	0	0	0	0	74	3	0	0	17	0	300	0	0	0	539	551	0	0	0	0	34	0	337	2917	0	143	0	0	2	8	0	0	12	0	3	159	0	131	0	0	3	0	7	0	0	0	0	0	0	0	0	0	0	6	0	15	0	0	0	47	5	0	2304	0	425	736	0	0	0	0	0	0	170	0	25	0	0	0	2174	0	2640	10	10	30	0	153	8	0	0	0	0
1/21/2016	13	SB220	0	4	0	205	0	4	4	12	6	16	9	8	0	0	0	29	8	489	0	0	4	26	0	0	24	84	0	0	4	97	17	0	0	73	0	0	0	0	0	1306	0	9	35	0	0	0	0	0	0	2408	0	0	0	30	0	94	212	0	250	0	0	16	0	451	12	0	0	0	0	165	0	0	6	384	109	0	0	0	0	0	0	4	713	0	39	0	0	2	10	0	0	0	0	0	259	16	457	0	0	15	0	14	0	0	0	3	0	0	36	7	0	5	5	0	1	10	3	8	9	0	0	149	0	119	268	0	0	0	0	0	0	73	0	0	0	0	0	1577	0	1681	0	3	0	0	52	0	0	0	0	0
1/21/2016	18	SB221	0	3	4	85	20	23	6	30	77	4	21	14	0	1	6	66	64	611	0	0	1	31	92	0	254	77	0	0	0	306	8	0	0	100	0	0	0	5	0	318	0	53	40	315	38	0	3	0	0	3288	0	0	7	21	0	111	694	0	197	16	0	0	2	285	253	0	0	0	21	63	0	2	165	652	211	0	0	0	0	0	3	2	1287	0	129	0	0	2	140	0	0	0	55	0	355	28	566	0	0	33	0	4	0	0	0	43	0	5	19	0	0	115	10	0	0	21	0	0	3	0	0	91	0	172	601	0	0	0	0	0	0	218	0	0	0	0	0	1364	0	3577	0	34	0	0	37	0	0	0	0	0
1/21/2016	22	SB222	0	3	81	55	0	17	0	17	0	8	11	5	0	0	0	29	15	367	0	0	0	21	0	0	12	109	0	0	0	87	2	0	0	27	0	0	0	0	0	506	0	12	28	75	6	0	0	0	0	1140	0	0	2	23	0	95	184	0	156	3	0	0	0	164	28	0	0	0	0	71	0	0	19	301	60	0	0	0	0	0	10	3	694	0	59	0	0	0	42	0	0	0	45	0	136	4	237	0	0	17	0	11	0	0	0	0	0	0	23	0	0	0	8	9	0	13	0	0	2	0	0	73	0	69	319	0	0	0	0	0	0	51	0	0	0	0	0	680	0	1084	0	31	0	0	44	0	0	0	0	0
1/21/2016	27	SB223	0	6	0	96	0	1	0	0	35	12	16	13	0	0	0	120	47	1475	6	0	5	27	0	0	24	253	0	0	0	229	39	0	0	50	0	0	0	0	0	705	0	0	103	106	0	0	2	0	0	2459	0	2	3	86	0	408	245	2	689	0	0	31	0	579	9	0	0	0	0	134	29	0	0	822	119	0	0	0	0	0	10	4	2303	0	183	0	0	14	18	0	0	0	0	0	258	6	563	0	0	32	0	0	0	0	0	3	0	0	29	6	0	2	8	14	7	0	0	0	6	0	0	286	0	248	589	0	0	0	0	0	0	88	0	0	0	0	0	1331	0	2355	0	26	0	0	315	0	0	0	0	0
1/21/2016	32	SB224	0	6	0	92	0	7	0	1	0	0	25	5	0	0	0	85	31	676	0	0	0	23	0	0	102	43	0	0	0	152	40	0	0	45	0	7	0	0	0	858	0	4	38	0	0	0	0	0	0	800	0	2	3	14	0	249	141	3	592	0	0	0	0	3951	0	0	0	0	0	197	0	0	0	243	47	0	0	0	0	0	0	16	2038	0	96	0	0	1132	6	0	0	3	0	0	434	0	398	0	0	15	0	20	0	0	0	0	0	0	2	2	0	0	3	2	2	0	0	0	9	0	0	94	0	67	117	0	0	0	0	0	0	27	0	0	0	0	0	1121	0	1370	0	25	0	0	252	0	0	0	0	0
1/21/2016	36	SB225	0	4	3	129	0	0	0	0	0	0	0	15	0	0	0	28	14	213	0	0	0	27	0	0	117	35	0	0	3	66	35	0	0	36	0	11	0	0	0	574	2	7	6	13	0	0	0	0	3	932	0	2	0	5	0	165	157	0	228	0	0	0	0	1526	3	0	0	0	0	127	0	0	0	144	310	0	0	0	0	0	1	10	924	0	35	0	0	2762	194	0	0	0	0	0	847	0	164	0	0	7	0	24	0	0	0	0	0	0	0	0	0	0	5	20	0	4	0	0	6	0	0	74	0	39	20	0	0	0	0	0	0	50	0	0	0	0	0	303	0	427	0	18	0	8	174	0	0	0	0	0
1/21/2016	649	SB226	0	0	0	7	0	0	0	0	0	0	0	0	0	0	21	0	456	3	0	822	0	58	0	0	7	1087	83	0	137	263	6	47	0	0	0	0	0	0	7	1918	1836	6	0	0	102	6	0	0	13	116	0	170	0	0	0	13	131	0	4	0	0	0	0	25	0	0	0	0	0	281	0	0	0	2	144	0	0	60	0	0	0	2	850	19	0	72	11	5	10	0	94	0	0	3	1187	0	851	0	627	179	0	0	0	0	0	0	54	0	2	0	0	0	0	0	0	0	8	0	0	0	0	2	0	0	23	52	221	0	26	172	0	42	33	0	0	0	167	2	0	0	0	0	0	22	82	0	0	0	0	0
3/9/2016	6	SB227	0	0	0	188	0	0	0	0	0	0	0	0	0	0	8	0	920	3	4	21	0	95	0	0	2	666	0	0	116	36	0	0	0	0	0	3	0	0	7	3328	289	0	0	0	267	19	20	0	0	309	0	161	0	0	0	0	33	0	7	0	0	0	0	3	1	0	0	0	0	565	0	0	0	2	197	0	0	0	0	0	0	2	156	4	0	45	8	0	0	0	9	0	0	0	538	0	2364	0	0	82	0	0	12	0	0	0	42	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	14	82	192	0	0	0	0	3	0	0	0	0	6	6	0	19	0	0	0	11	135	0	0	2	0	0
3/9/2016	13	SB228	0	0	0	7776	0	0	0	0	7	0	0	7	0	0	0	0	15	190	0	0	0	44	0	0	15	57	0	0	13	136	7	0	0	33	0	0	0	0	0	1414	4	4	0	27	4	50	5	0	0	2178	0	0	0	0	0	119	378	3	173	5	0	0	0	704	9	0	0	0	0	106	0	0	0	25	312	0	0	0	0	0	16	31	79	0	125	0	13	6	6	0	0	2	0	0	136	0	437	2	2	26	0	12	0	0	0	0	0	0	2	0	0	0	3	3	2	0	0	4	20	0	0	168	0	21	28	0	0	0	0	0	0	34	0	0	0	0	0	1503	0	280	2	8	0	0	83	0	0	0	0	0
3/9/2016	18	SB229	45	0	0	348	0	0	0	0	113	21	0	0	0	0	0	0	14	40	0	0	0	0	0	40	366	99	0	0	0	260	75	0	0	124	0	0	0	3	0	267	2	0	41	373	0	0	0	0	0	1533	0	0	0	0	0	79	265	0	48	76	0	145	30	318	145	0	0	0	0	0	0	0	35	48	91	0	13	0	0	0	0	23	128	0	85	0	0	3	3	0	0	0	0	0	122	0	109	0	0	79	0	0	0	0	0	0	0	0	30	0	45	0	17	0	34	0	0	0	0	0	0	52	0	20	6	0	0	0	0	0	0	202	0	0	0	0	0	247	0	1617	0	0	0	0	0	0	0	0	0	0
5/27/2015	34	SB23	0	36	0	0	0	11	0	0	0	0	8	11	0	0	0	7	241	281	4	8	0	20	0	0	15	11	0	0	0	91	18	0	0	46	0	2	0	0	0	464	0	12	44	59	0	0	6	0	0	86	0	0	0	0	0	23	228	107	162	0	0	0	0	8	0	0	0	4	0	150	0	0	0	205	204	0	0	0	0	13	0	277	2318	0	85	0	0	26	39	0	0	0	0	0	180	0	99	0	0	8	3	6	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	41	5	0	480	0	195	350	0	0	0	0	0	0	170	0	18	0	0	0	583	0	2033	0	17	32	4	208	0	0	0	0	0
3/9/2016	657	SB230	0	0	0	8	0	0	0	0	0	0	0	0	0	0	4	0	73	5	5	405	0	24	0	0	0	481	31	0	39	117	0	224	0	0	0	0	0	0	4	611	1247	0	0	0	58	0	0	0	3	89	0	373	0	0	0	0	43	0	0	0	0	0	0	0	0	3	0	0	0	93	0	0	0	3	14	0	0	25	0	0	0	0	295	69	0	69	6	0	21	0	47	0	0	0	2439	0	414	0	340	292	0	0	21	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	17	33	16	0	37	92	0	21	6	0	0	0	7	0	2	0	0	0	0	24	51	0	0	0	9	0
3/16/2016	18	SB231	4	12	301	1521	0	3	28	0	3	60	19	11	0	0	0	9	13	287	0	2	0	153	0	8	61	104	0	0	13	209	33	0	0	79	0	0	0	37	0	365	0	4	14	344	14	0	11	0	0	1521	0	5	35	9	0	37	454	0	199	47	0	0	5	163	16	0	0	0	0	65	0	39	22	485	235	0	2	0	0	0	7	74	563	0	258	0	8	7	10	0	0	0	2	0	342	0	307	0	0	31	0	39	0	0	0	71	0	0	1139	0	0	0	17	14	1	34	5	2	20	0	0	399	0	96	30	0	0	0	0	0	0	153	0	0	0	3	0	2276	12	1541	18	14	0	0	251	3	0	0	0	0
3/16/2016	22	SB232	0	6	106	1138	0	0	52	0	24	26	27	21	0	0	0	4	39	194	0	2	0	95	0	8	64	46	0	0	30	138	28	0	0	59	0	5	0	49	0	1509	4	3	25	443	0	0	17	0	0	2225	0	6	27	8	0	36	423	0	211	43	35	53	0	654	0	0	0	0	0	171	0	90	24	420	381	0	0	0	0	2	1	51	557	0	156	0	7	9	4	0	0	0	38	0	247	2	207	0	5	20	0	39	0	0	0	67	0	0	404	0	0	6	23	6	3	0	4	0	19	0	2	922	0	121	49	0	0	0	0	0	0	233	0	2	0	2	0	3096	23	1909	54	6	0	4	221	10	0	0	0	0
3/16/2016	27	SB233	0	0	56	263	0	2	7	3	62	15	81	11	0	0	0	20	11	332	0	0	0	50	0	8	37	131	0	0	8	220	34	0	0	53	0	15	0	130	0	420	2	0	9	59	0	0	0	0	0	1744	2	3	37	2	0	70	212	0	160	13	0	0	2	82	0	0	0	0	0	143	0	7	6	433	144	0	0	0	0	0	19	44	512	0	274	0	7	17	2	0	0	0	64	0	158	0	269	0	4	5	0	21	0	0	0	21	0	0	136	0	0	9	11	11	0	11	4	3	11	0	0	729	0	123	39	0	0	0	0	0	0	266	0	3	0	0	0	3854	46	1623	10	16	0	3	734	4	0	0	0	0
3/16/2016	32	SB234	0	5	6	12	0	8	0	14	241	6	15	5	0	0	0	7	18	106	6	0	0	106	0	0	198	275	0	0	4	198	20	0	0	81	0	6	0	2	0	609	0	6	24	274	0	13	0	0	0	1100	0	0	0	0	0	24	414	0	174	0	0	0	0	169	500	0	4	0	0	201	0	0	0	137	423	0	0	0	1	4	19	34	672	0	203	0	0	11	14	0	0	2	0	2	235	0	193	5	0	9	0	19	0	0	0	0	0	0	5	0	0	0	15	7	6	0	75	0	23	0	0	518	0	170	30	0	0	0	0	0	0	1417	0	31	0	0	0	3136	0	1054	15	22	0	0	47	0	0	0	0	0
3/16/2016	36	SB235	0	0	2	15	0	12	0	11	95	6	9	9	0	0	0	2	9	151	2	0	0	71	0	0	2633	29	0	0	5	83	29	0	0	34	0	0	0	8	0	583	0	10	8	35	0	0	0	0	0	4798	0	0	0	0	0	0	230	0	54	0	0	0	0	0	6335	0	0	0	0	133	0	0	0	69	525	0	0	0	0	2	4	20	488	0	81	0	0	72	66	0	0	0	0	0	444	0	201	17	0	61	0	9	0	0	0	0	0	0	0	0	0	0	18	13	2	0	236	0	13	0	0	235	0	66	87	0	0	0	0	0	0	641	0	6	0	0	0	1378	4	372	0	41	0	0	90	2	0	0	0	0
4/1/2016	22	SB236	0	0	93	90	0	0	0	14	22	0	50	31	0	0	0	0	0	483	0	0	0	16	0	14	39	33	0	0	28	287	15	0	0	39	0	11	0	1818	0	938	0	0	5	264	0	0	0	0	0	3073	0	0	46	14	0	11	138	0	177	2	0	144	2	508	163	0	0	0	3	28	450	6	5	303	62	0	0	0	0	0	0	228	3361	0	377	0	12	2	3	0	0	0	0	0	110	2	393	0	0	6	0	7	0	0	0	18	0	0	124	2	0	21	17	3	0	0	0	0	6	0	0	139	0	58	38	0	0	0	0	0	0	134	0	5	0	0	0	760	1	429	37	21	0	0	909	3	0	0	0	0
4/1/2016	27	SB237	0	0	59	60	0	2	0	46	352	7	33	21	0	0	0	0	0	617	2	0	0	27	0	0	211	71	0	0	27	318	14	0	0	248	0	5	0	4321	0	614	0	0	5	502	0	0	0	0	0	4014	0	0	42	0	0	99	298	0	335	0	0	11	0	660	549	0	0	0	0	61	63	16	0	460	514	0	0	0	0	26	0	162	496	0	503	0	0	28	9	0	0	0	0	0	143	0	861	0	0	24	0	26	0	0	0	0	0	0	310	0	0	8	43	6	0	85	12	0	2	0	0	504	0	154	31	0	0	0	0	0	0	596	0	16	0	0	0	1321	73	379	92	6	0	0	536	0	0	0	0	0
